Exp,Year,Month,Plot,Strip,Substrip,Date,Species,NumSp,SpNum,FgNum,Fgset,C3,C4,Forb,Legume,Woody,Achmi,Agrsm,Amocan,Andge,Asctu,Elyca,Koecr,Lesca,Liaas,Luppe,Monfi,Panvi,Petpu,Poapr,Queel,Quema,Schsc,Sornu,Biomass (g/m2),Note
120,2017,7,301,1, ,7/31/2017,Cyperus sp.,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0.5, 
120,2017,7,301,1, ,7/31/2017,Equisetum laevigatum,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0.3, 
120,2017,7,301,1, ,7/31/2017,Koeleria cristata,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0.47, 
120,2017,7,301,1, ,7/31/2017,Lespedeza capitata,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,6.62, 
120,2017,7,301,1, ,7/31/2017,Liatris aspera,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,21.05, 
120,2017,7,301,1, ,7/31/2017,Lupinus perennis,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,2.53, 
120,2017,7,301,1, ,7/31/2017,Miscellaneous litter,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,5.82, 
120,2017,7,301,1, ,7/31/2017,Panicum oligosanthes,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1.28, 
120,2017,7,301,1, ,7/31/2017,Panicum virgatum,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1.13, 
120,2017,7,301,1, ,7/31/2017,Poa pratensis,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,16.82, 
120,2017,7,301,1, ,7/31/2017,Polygonum convolvulus,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0.02, 
120,2017,7,301,1, ,7/31/2017,Schizachyrium scoparium,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,17.4, 
120,2017,7,301,1, ,7/31/2017,Solidago rigida,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,50.53, 
120,2017,7,301,1, ,7/31/2017,Sorghastrum nutans,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,30.28, 
120,2017,7,301,2, ,7/31/2017,Green matter (alive),16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,287.87, 
120,2017,7,302,1, ,08/02/2017,Achillea millefolium(lanulosa),4,5,3,FLW,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0.61, 
120,2017,7,302,1, ,08/02/2017,Agropyron repens,4,5,3,FLW,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0.59, 
120,2017,7,302,1, ,08/02/2017,Lespedeza capitata,4,5,3,FLW,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,9.1, 
120,2017,7,302,1, ,08/02/2017,Liatris aspera,4,5,3,FLW,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,16.27, 
120,2017,7,302,1, ,08/02/2017,Lupinus perennis,4,5,3,FLW,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,9.15, 
120,2017,7,302,1, ,08/02/2017,Miscellaneous litter,4,5,3,FLW,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,5.82, 
120,2017,7,302,1, ,08/02/2017,Monarda fistulosa,4,5,3,FLW,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,11.42, 
120,2017,7,302,1, ,08/02/2017,Oxybaphus hirsutus,4,5,3,FLW,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0.06, 
120,2017,7,302,1, ,08/02/2017,Poa pratensis,4,5,3,FLW,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,15.12, 
120,2017,7,302,1, ,08/02/2017,Solidago rigida,4,5,3,FLW,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,195.6, 
120,2017,7,302,2, ,08/02/2017,Green matter (alive),4,5,3,FLW,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,320.45, 
120,2017,7,302,2, ,08/02/2017,Miscellaneous litter,4,5,3,FLW,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1.12, 
120,2017,7,303,1, ,08/02/2017,Achillea millefolium(lanulosa),8,10,3,3FL,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0.62, 
120,2017,7,303,1, ,08/02/2017,Agropyron repens,8,10,3,3FL,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,46.08, 
120,2017,7,303,1, ,08/02/2017,Agrostis scabra,8,10,3,3FL,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0.17, 
120,2017,7,303,1, ,08/02/2017,Andropogon gerardi,8,10,3,3FL,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,8.57, 
120,2017,7,303,1, ,08/02/2017,Bouteloua gracilis,8,10,3,3FL,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0.07, 
120,2017,7,303,1, ,08/02/2017,Cyperus sp.,8,10,3,3FL,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0.4, 
120,2017,7,303,1, ,08/02/2017,Equisetum laevigatum,8,10,3,3FL,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,2.38, 
120,2017,7,303,1, ,08/02/2017,Erigeron canadensis,8,10,3,3FL,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0.1, 
120,2017,7,303,1, ,08/02/2017,Liatris aspera,8,10,3,3FL,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,34.57, 
120,2017,7,303,1, ,08/02/2017,Lupinus perennis,8,10,3,3FL,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,5.5, 
120,2017,7,303,1, ,08/02/2017,Miscellaneous litter,8,10,3,3FL,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,5.15, 
120,2017,7,303,1, ,08/02/2017,Panicum oligosanthes,8,10,3,3FL,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0.7, 
120,2017,7,303,1, ,08/02/2017,Panicum virgatum,8,10,3,3FL,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,5.6, 
120,2017,7,303,1, ,08/02/2017,Petalostemum candidum,8,10,3,3FL,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,28.1, 
120,2017,7,303,1, ,08/02/2017,Petalostemum villosum,8,10,3,3FL,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0.1, 
120,2017,7,303,1, ,08/02/2017,Poa pratensis,8,10,3,3FL,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,24.07, 
120,2017,7,303,1, ,08/02/2017,Schizachyrium scoparium,8,10,3,3FL,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0.28, 
120,2017,7,303,1, ,08/02/2017,Sisyrinchium campestre,8,10,3,3FL,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0.4, 
120,2017,7,303,1, ,08/02/2017,Solidago nemoralis,8,10,3,3FL,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,2.05, 
120,2017,7,303,1, ,08/02/2017,Solidago rigida,8,10,3,3FL,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,168.23, 
120,2017,7,303,2, ,08/02/2017,Green matter (alive),8,10,3,3FL,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,256.9, 
120,2017,7,303,2, ,08/02/2017,Miscellaneous litter,8,10,3,3FL,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,4.23, 
120,2017,7,304,1, ,08/02/2017,Agropyron repens,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.03, 
120,2017,7,304,1, ,08/02/2017,Aristida basiramea,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.48, 
120,2017,7,304,1, ,08/02/2017,Crepis tectorum,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.03, 
120,2017,7,304,1, ,08/02/2017,Cyperus sp.,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.77, 
120,2017,7,304,1, ,08/02/2017,Euphorbia glyptosperma,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.01, 
120,2017,7,304,1, ,08/02/2017,Koeleria cristata,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,54.8, 
120,2017,7,304,1, ,08/02/2017,Leptoloma cognatum,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.87, 
120,2017,7,304,1, ,08/02/2017,Panicum virgatum,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.27, 
120,2017,7,304,1, ,08/02/2017,Physalis virginiana,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.77, 
120,2017,7,304,1, ,08/02/2017,Rumex acetosella,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.43, 
120,2017,7,304,1, ,08/02/2017,Sorghastrum nutans,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32.35, 
120,2017,7,304,1, ,08/02/2017,Sporobolus cryptandrus,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.03, 
120,2017,7,304,1, ,08/02/2017,Taraxicum officinalis,2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.11, 
120,2017,7,304,2, ,08/02/2017,Green matter (alive),2,2,1,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,130.25, 
120,2017,7,307,1, ,08/02/2017,Achillea millefolium(lanulosa),8,9,4,4FLW,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1.28, 
120,2017,7,307,1, ,08/02/2017,Andropogon gerardi,8,9,4,4FLW,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,3.7, 
120,2017,7,307,1, ,08/02/2017,Lupinus perennis,8,9,4,4FLW,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0.12, 
120,2017,7,307,1, ,08/02/2017,Miscellaneous litter,8,9,4,4FLW,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1, 
120,2017,7,307,1, ,08/02/2017,Monarda fistulosa,8,9,4,4FLW,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,8.33, 
120,2017,7,307,1, ,08/02/2017,Panicum oligosanthes,8,9,4,4FLW,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0.9, 
120,2017,7,307,1, ,08/02/2017,Panicum virgatum,8,9,4,4FLW,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,2.85, 
120,2017,7,307,1, ,08/02/2017,Petalostemum purpureum,8,9,4,4FLW,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,43.98, 
120,2017,7,307,1, ,08/02/2017,Poa pratensis,8,9,4,4FLW,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0.48, 
120,2017,7,307,1, ,08/02/2017,Schizachyrium scoparium,8,9,4,4FLW,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,111.27, 
120,2017,7,307,1, ,08/02/2017,Solidago rigida,8,9,4,4FLW,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,131.12, 
120,2017,7,307,1, ,08/02/2017,Sorghastrum nutans,8,9,4,4FLW,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,5.45, 
120,2017,7,307,2, ,08/02/2017,Green matter (alive),8,9,4,4FLW,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,179.2, 
120,2017,7,308,1, ,08/02/2017,Agrostis scabra,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6, 
120,2017,7,308,1, ,08/02/2017,Aristida basiramea,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67, 
120,2017,7,308,1, ,08/02/2017,Bouteloua gracilis,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4, 
120,2017,7,308,1, ,08/02/2017,Crepis tectorum,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16, 
120,2017,7,308,1, ,08/02/2017,Cyperus sp.,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13, 
120,2017,7,308,1, ,08/02/2017,Digitaria sp.,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4, 
120,2017,7,308,1, ,08/02/2017,Erigeron canadensis,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62, 
120,2017,7,308,1, ,08/02/2017,Hedeoma hispida,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72, 
120,2017,7,308,1, ,08/02/2017,Lepidium densiflorum,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01, 
120,2017,7,308,1, ,08/02/2017,Leptoloma cognatum,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1, 
120,2017,7,308,1, ,08/02/2017,Linaria vulgaris,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2, 
120,2017,7,308,1, ,08/02/2017,Taraxicum officinalis,1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1, 
120,2017,7,308,2, ,08/02/2017,Green matter (alive),1,1,1,F,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24.68, 
120,2017,7,311,1, ,08/02/2017,Agrostis scabra,2,2,2,34,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.06, 
120,2017,7,311,1, ,08/02/2017,Bouteloua gracilis,2,2,2,34,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.12, 
120,2017,7,311,1, ,08/02/2017,Cyperus sp.,2,2,2,34,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4.4, 
120,2017,7,311,1, ,08/02/2017,Koeleria cristata,2,2,2,34,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,14.42, 
120,2017,7,311,1, ,08/02/2017,Lupinus perennis,2,2,2,34,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.21, 
120,2017,7,311,1, ,08/02/2017,Miscellaneous litter,2,2,2,34,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.26, 
120,2017,7,311,1, ,08/02/2017,Mosses & lichens,2,2,2,34,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,15.6, 
120,2017,7,311,1, ,08/02/2017,Panicum virgatum,2,2,2,34,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,38.27, 
120,2017,7,311,1, ,08/02/2017,Schizachyrium scoparium,2,2,2,34,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3.12, 
120,2017,7,311,1, ,08/02/2017,Sorghastrum nutans,2,2,2,34,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,36.68, 
120,2017,7,311,1, ,08/02/2017,Sporobolus cryptandrus,2,2,2,34,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.18, 
120,2017,7,311,2, ,08/02/2017,Green matter (alive),2,2,2,34,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,183.18, 
120,2017,7,313,1, ,08/02/2017,Achillea millefolium(lanulosa),8,9,4,3FLW,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,2.8, 
120,2017,7,313,1, ,08/02/2017,Agropyron repens,8,9,4,3FLW,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,3.85, 
120,2017,7,313,1, ,08/02/2017,Bouteloua gracilis,8,9,4,3FLW,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0.37, 
120,2017,7,313,1, ,08/02/2017,Cyperus sp.,8,9,4,3FLW,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0.22, 
120,2017,7,313,1, ,08/02/2017,Koeleria cristata,8,9,4,3FLW,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,22.23, 
120,2017,7,313,1, ,08/02/2017,Lespedeza capitata,8,9,4,3FLW,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,30.48, 
120,2017,7,313,1, ,08/02/2017,Liatris aspera,8,9,4,3FLW,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0.93, 
120,2017,7,313,1, ,08/02/2017,Linaria vulgaris,8,9,4,3FLW,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0.12, 
120,2017,7,313,1, ,08/02/2017,Lupinus perennis,8,9,4,3FLW,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,22.6, 
120,2017,7,313,1, ,08/02/2017,Miscellaneous litter,8,9,4,3FLW,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0.88, 
120,2017,7,313,1, ,08/02/2017,Panicum oligosanthes,8,9,4,3FLW,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,3.7, 
120,2017,7,313,1, ,08/02/2017,Panicum virgatum,8,9,4,3FLW,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,28.18, 
120,2017,7,313,1, ,08/02/2017,Petalostemum purpureum,8,9,4,3FLW,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,76, 
120,2017,7,313,1, ,08/02/2017,Poa pratensis,8,9,4,3FLW,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,28.58, 
120,2017,7,313,1, ,08/02/2017,Schizachyrium scoparium,8,9,4,3FLW,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0.38, 
120,2017,7,313,2, ,08/02/2017,Green matter (alive),8,9,4,3FLW,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,530.37, 
120,2017,7,313,2, ,08/02/2017,Miscellaneous litter,8,9,4,3FLW,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0.22, 
120,2017,7,318,1, ,08/02/2017,Achillea millefolium(lanulosa),16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,2.07, 
120,2017,7,318,1, ,08/02/2017,Agropyron repens,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0.88, 
120,2017,7,318,1, ,08/02/2017,Andropogon gerardi,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,61.52, 
120,2017,7,318,1, ,08/02/2017,Crepis tectorum,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1.57, 
120,2017,7,318,1, ,08/02/2017,Cyperus sp.,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0.85, 
120,2017,7,318,1, ,08/02/2017,Lespedeza capitata,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,53.32, 
120,2017,7,318,1, ,08/02/2017,Lupinus perennis,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,72.25, 
120,2017,7,318,1, ,08/02/2017,Monarda fistulosa,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,34.58, 
120,2017,7,318,1, ,08/02/2017,Panicum oligosanthes,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,6.47, 
120,2017,7,318,1, ,08/02/2017,Panicum virgatum,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,4.05, 
120,2017,7,318,1, ,08/02/2017,Poa pratensis,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,39.53, 
120,2017,7,318,1, ,08/02/2017,Rumex acetosella,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1.37, 
120,2017,7,318,1, ,08/02/2017,Schizachyrium scoparium,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,21.33, 
120,2017,7,318,1, ,08/02/2017,Sorghastrum nutans,16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,72.25, 
120,2017,7,318,2, ,08/02/2017,Green matter (alive),16,17,5,34FLW,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,281.12, 
120,2017,7,324,1, ,08/02/2017,Agropyron repens,2,2,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.6, 
120,2017,7,324,1, ,08/02/2017,Agrostis scabra,2,2,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.52, 
120,2017,7,324,1, ,08/02/2017,Aristida basiramea,2,2,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.6, 
120,2017,7,324,1, ,08/02/2017,Crepis tectorum,2,2,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.02, 
120,2017,7,324,1, ,08/02/2017,Cyperus sp.,2,2,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.62, 
120,2017,7,324,1, ,08/02/2017,Digitaria sp.,2,2,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.88, 
120,2017,7,324,1, ,08/02/2017,Koeleria cristata,2,2,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.3, 
120,2017,7,324,1, ,08/02/2017,Leptoloma cognatum,2,2,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.32, 
120,2017,7,324,1, ,08/02/2017,Paspalum ciliatifolium,2,2,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.02, 
120,2017,7,324,1, ,08/02/2017,Poa pratensis,2,2,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.63, 
120,2017,7,324,1, ,08/02/2017,Rumex acetosella,2,2,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.25, 
120,2017,7,324,1, ,08/02/2017,Schizachyrium scoparium,2,2,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.5, 
120,2017,7,324,1, ,08/02/2017,Sorghastrum nutans,2,2,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6.6, 
120,2017,7,324,1, ,08/02/2017,Sporobolus cryptandrus,2,2,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.48, 
120,2017,7,324,1, ,08/02/2017,Taraxicum officinalis,2,2,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.1, 
120,2017,7,324,2, ,08/02/2017,Green matter (alive),2,2,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,36.93, 
120,2017,7,325,1, ,08/01/2017,Bouteloua gracilis,4,5,4,34FL,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0.52, 
120,2017,7,325,1, ,08/01/2017,Cyperus sp.,4,5,4,34FL,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1.82, 
